Ano de exibição	Título da obra	Gênero	País(es) produtor(es) da obra	Nacionalidade da obra	Empresa distribuidora	Origem da empresa distribuidora	Público no ano de exibição	Renda (R$) no ano de exibição
2014	Footloose - Ritmo Louco	Ficção	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	2547	21800
2014	Fora do Jogo	Ficção	Irã	Estrangeira	Pandora Filmes	Distribuição Nacional	108	828
2014	Forrest Gump - O Contador de Histórias	Ficção	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	6437	56717
2014	Foxcatcher - Uma história que chocou o mundo	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	456	4611,95
2014	Foxfire	Ficção	Canadá, França	Estrangeira	Imovision	Distribuição Nacional	65	665
2014	Frances Ha	Ficção	Brasil, Estados Unidos	Estrangeira	Vitrine Filmes	Distribuição Nacional	308	1451
2014	Francisco Brennand	Documentário	Brasil	Brasileira	Espaço Filmes	Distribuição Nacional	19	108
2014	Frankenstein - Entre anjos e demônios	Ficção	Estados Unidos	Estrangeira	Playarte	Distribuição Nacional	1037248	14107008,31
2014	Frozen: uma Aventura Congelante	Animação	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	3931888	47341817
2014	Fruitvale Station - A Última Parada	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	7456	105533,37
2014	Futebol de várzea	Documentário	Brasil	Brasileira	Polifilmes	Distribuição Nacional	52	320
2014	Fúria	Ficção	Estados Unidos	Estrangeira	Califórnia	Distribuição Nacional	141404	1626316,32
2014	Fúria de Titãs 2	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	166	808
2014	Garota Exemplar	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	532949	7228339
2014	Gata Velha Ainda Mia	Ficção	Brasil	Brasileira	Polifilmes	Distribuição Nacional	3180	41418,1
2014	Getúlio	Ficção	Brasil, Portugal	Brasileira	Copacabana Filmes	Distribuição Nacional	508901	6447968,11
2014	Ghost - Do Outro Lado da Vida	Ficção	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	2039	18756,5
2014	Glória	Ficção	Chile, Espanha	Estrangeira	Imovision	Distribuição Nacional	28643	326897,03
2014	Godzilla	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	1314631	17986302
2014	Grand Central	Ficção	Áustria, França	Estrangeira	Califórnia	Distribuição Nacional	2653	36321,4
2014	Grandes Amigos	Ficção	França	Estrangeira	Europa	Distribuição Nacional	6875	85409,57
2014	Gravidade	Ficção	Estados Unidos, Reino Unido	Estrangeira	Warner	Distribuição Internacional	81529	1540901
2014	Grease - Nos Tempos da Brilhantina	Ficção	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	11429	101356,12
2014	Guardiões da Galáxia	Ficção	Estados Unidos, Reino Unido	Estrangeira	Disney	Distribuição Internacional	2864628	38072963
2014	Guns'n Roses 3D - Appetite for Democracy	Videomusical	Estados Unidos	Estrangeira	UCI	Distribuição Nacional	1873	47661
2014	Hahaha	Ficção	Coréia do Sul	Estrangeira	Pandora Filmes	Distribuição Nacional	69	570
2014	Hannah Arendt	Ficção	Alemanha	Estrangeira	Esfera Produções	Distribuição Nacional	438	4088
2014	Happy feet 2	Animação	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	31	210
2014	Harry Potter e a câmara secreta	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	360	4006
2014	Harry Potter e a Ordem de Fênix	Ficção	Estados Unidos, Reino Unido	Estrangeira	Warner	Distribuição Internacional	19	129
2014	Harry Potter e a Pedra Filosofal	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	97	1291
2014	Harry Potter e as relíquias da morte - Parte 1	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	54	367
2014	Harry Potter e as relíquias da morte – Parte 2	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	72	490
2014	Harry Potter e o cálice de fogo	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	30	204
2014	Harry Potter e o Enigma do Príncipe	Ficção	Estados Unidos, Reino Unido	Estrangeira	Warner	Distribuição Internacional	31	211
2014	Harry Potter e o Prisioneiro de Azkaban	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	139	1265
2014	Heli	Ficção	México	Estrangeira	Zeta Filmes	Distribuição Nacional	2352	22155,49
2014	Hercules	Ficção	Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	653138	8697439,18
2014	Hermano - Uma Fábula sobre Futebol	Ficção	Venezuela	Estrangeira	Lume Produções Cinematográficas	Distribuição Nacional	355	3313,5
2014	Hoje eu quero voltar sozinho	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	204436	2391112,65
2014	Homem de ferro 3	Ficção	China, Estados Unidos	Estrangeira	Disney	Distribuição Internacional	279	4952
2014	Homens, Mulheres e Filhos	Ficção	Estados Unidos	Estrangeira	Paramount	Distribuição Internacional	77109	1200181
2014	Hora menos	Ficção	Venezuela	Estrangeira	Panda Filmes	Distribuição Nacional	189	1630
2014	Hotel Mekong	Ficção	Tailândia	Estrangeira	Zeta Filmes	Distribuição Nacional	867	8224,5
2014	Hélio Oiticica	Documentário	Brasil	Brasileira	Nossa Distribuidora	Distribuição Nacional	4078	48711,96
2014	Hércules	Ficção	Estados Unidos	Estrangeira	Paramount	Distribuição Internacional	2452143	33237809
2014	Ida	Ficção	Polônia	Estrangeira	Zeta Filmes	Distribuição Nacional	7859	109822,36
2014	Idênticos	Ficção	Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	2320	41039,68
2014	Ilegal	Documentário	Brasil	Brasileira	Espaço Filmes	Distribuição Nacional	5619	73598,54
2014	Ilha dos Lêmures: Madagascar	Documentário	Canadá, Estados Unidos, Madagascar	Estrangeira	Espaço Itaú de Cinema	Distribuição Nacional	620	12844,93
2014	Imagine - Life Spent on the Edge	Documentário	França	Estrangeira	UCI	Distribuição Nacional	120	3344
2014	Império do Sol	Ficção	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	3931	35487,5
2014	Inatividade Paranormal 2	Ficção	Estados Unidos	Estrangeira	Playarte	Distribuição Nacional	296574	3562320,94
2014	Inch'Allah	Ficção	Canadá, França	Estrangeira	Imovision	Distribuição Nacional	7059	85005,62
2014	Indomável sonhadora	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	28	94
2014	Inside Llewyn Davis: Balada de um Homem Comum	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	23561	308419,04
2014	Instinto Materno	Ficção	Romênia	Estrangeira	Imovision	Distribuição Nacional	9344	119552,46
2014	Insônia	Ficção	Brasil	Brasileira	Espaço Filmes	Distribuição Nacional	2079	25215,7
2014	Interestelar	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	1182233	16729885
2014	Irmã Dulce	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	200739	2332512,11
2014	Isolados	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	81367	910796,46
2014	Jackie	Ficção	Holanda	Estrangeira	Cafco Filmes	Distribuição Nacional	2733	35858,19
2014	Jardim Europa	Ficção	Brasil	Brasileira	Raiz Distribuidora	Distribuição Nacional	880	11225
2014	Jersey Boys – Em Busca da Música	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	20527	345835
2014	Jogada de Rei	Ficção	Estados Unidos	Estrangeira	Hype101	Distribuição Nacional	2120	28318,96
2014	Jogo das Decapitações	Ficção	Brasil	Brasileira	Pandora Filmes	Distribuição Nacional	1301	13501,07
2014	Jogo de Xadrez	Ficção	Brasil	Brasileira	Elo Company	Distribuição Nacional	521	6707,83
2014	Jogos Vorazes: A Esperança - Parte 1	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	4755582	55898172,39
2014	Jogos Vorazes: em Chamas	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	19238	209931,42
2014	Jorge Mautner - O Filho do Holocausto	Documentário	Brasil	Brasileira	H2O Films	Distribuição Nacional	6	28
2014	Jovem Aloucada	Ficção	Chile	Estrangeira	Polifilmes	Distribuição Nacional	1078	12899,71
2014	Jovem e Bela	Ficção	França	Estrangeira	Alphaville Filmes	Distribuição Nacional	8151	71917
2014	Juan e Evita, Uma História de Amor	Ficção	Argentina	Estrangeira	Tucumán	Distribuição Nacional	222	1648
2014	Julio Sumiu	Ficção	Brasil	Brasileira	Imagem	Distribuição Nacional	179745	2237498,32
2014	Junho	Documentário	Brasil	Brasileira	O2 Play	Distribuição Nacional	3706	48219,09
2014	Juntos e Misturados	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	1979624	23074147
2014	Juntos para Sempre	Ficção	Argentina	Estrangeira	Esfera Produções	Distribuição Nacional	541	5092
2014	Justin Bieber's Believe	Documentário	Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	83077	966799,26
2014	Justin e a Espada da Coragem	Animação	Espanha	Estrangeira	Playarte	Distribuição Nacional	45084	629630,68
2014	Karen Chora no Ônibus	Ficção	Colômbia	Estrangeira	Lume Produções Cinematográficas	Distribuição Nacional	2073	27598,85
2014	Khumba	Animação	África do Sul	Estrangeira	Imagem	Distribuição Nacional	236077	2918095,96
2014	La Jaula de Oro	Ficção	México	Estrangeira	Cafco Filmes	Distribuição Nacional	527	6063,7
2014	La Playa D. C.	Ficção	Brasil, Colômbia	Brasileira	Tucumán	Distribuição Nacional	479	5045,5
2014	La Vida Útil - Um Conto de Cinema	Ficção	Uruguai	Estrangeira	Vitrine Filmes	Distribuição Nacional	17	90
2014	Laranja mecânica	Ficção	Estados Unidos, Reino Unido	Estrangeira	Cinemark Brasil	Distribuição Nacional	1503	13948,74
2014	Laranja mecânica	Ficção	Estados Unidos, Reino Unido	Estrangeira	F. J. Cines	Distribuição Nacional	2227	14956
2014	Las acacias	Ficção	Argentina, Espanha	Estrangeira	Vitrine Filmes	Distribuição Nacional	208	1847
2014	Lascados	Ficção	Brasil	Brasileira	Santa Rita Filmes	Distribuição Nacional	25999	327317,11
2014	Latitudes	Ficção	Brasil	Brasileira	O2 Play	Distribuição Nacional	1505	17987,79
2014	Laura	Documentário	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	56	276
2014	Laurence Anyways	Ficção	Canadá, França	Estrangeira	Imovision	Distribuição Nacional	38	294
2014	Lawrence da Arábia	Ficção	Estados Unidos, Reino Unido	Estrangeira	Cinemark Brasil	Distribuição Nacional	3350	29228
2014	Libertem Angela Davis	Documentário	Estados Unidos, França	Estrangeira	Imovision	Distribuição Nacional	3014	35811,13
2014	Lira Paulistana e a Vanguarda Paulista	Documentário	Brasil	Brasileira	Busca Vida Filmes	Distribuição Nacional	243	3099,43
2014	Livrai-nos do Mal	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	905096	10120835,72
2014	Longwave - Nas Ondas da Revolução	Ficção	França	Estrangeira	Pandora Filmes	Distribuição Nacional	1459	19738,21
2014	Lore	Ficção	Alemanha, Austrália, Reino Unido	Estrangeira	Alphaville Filmes	Distribuição Nacional	3978	26117,5
2014	Los Nobles: Quando os Ricos Quebram a Cara	Ficção	México	Estrangeira	Tucumán	Distribuição Nacional	1332	15157,5
2014	Love Story - Uma História de Amor	Ficção	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	1379	10549,1
2014	Lovelace	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	46	403,45
2014	Lucy	Ficção	França	Estrangeira	Universal	Distribuição Internacional	1784275	21766342,21
2014	Lunchbox	Ficção	Índia	Estrangeira	Imovision	Distribuição Nacional	20729	274759,07
2014	Madame Satã	Ficção	Brasil	Brasileira	Videofilmes	Distribuição Nacional	32	164
2014	Made in China	Ficção	Brasil	Brasileira	H2O Films	Distribuição Nacional	381782	4171162,46
2014	Magia ao Luar	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	240026	3674654,89
2014	Mais um Ano	Ficção	Reino Unido	Estrangeira	Bretz Filmes	Distribuição Nacional	2356	17274
2014	Malévola	Ficção	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	5755409	73643412
2014	Mapas para as Estrelas	Ficção	Alemanha, Canadá, Estados Unidos, França	Estrangeira	Paris	Distribuição Nacional	1284	15154,66
2014	Mar negro	Ficção	Brasil	Brasileira	Petrini	Distribuição Nacional	ND	ND
2014	Marina	Ficção	Bélgica	Estrangeira	Espaço Filmes	Distribuição Nacional	12761	174572,79
2014	Mataram meu Irmão	Documentário	Brasil	Brasileira	Bela Filmes	Distribuição Nacional	192	1598,34
2014	Maze Runner - Correr ou Morrer	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	1564569	17953933
2014	Medos Privados em Lugares Públicos	Ficção	França	Estrangeira	Pandora Filmes	Distribuição Nacional	674	8240
2014	Memórias de Salinger	Documentário	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	847	10407,45
2014	Meninos da Vila - A Magia dos Santos	Documentário	Brasil	Brasileira	Elo Company	Distribuição Nacional	35	393,22
2014	Meninos de Kichute	Ficção	Brasil	Brasileira	Pandora Filmes	Distribuição Nacional	1974	17755,98
2014	Menos Que Nada	Ficção	Brasil	Brasileira	Prana Filmes	Distribuição Nacional	39	100
2014	Mentiras Sinceras	Documentário	Brasil	Brasileira	Livres Filmes	Distribuição Nacional	200	1260
2014	Mesmo se Nada der Certo	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	120528	1896170,52
2014	Meteora	Ficção	Grécia	Estrangeira	Filmes da Mostra	Distribuição Nacional	4652	65153
2014	Meu malvado favorito 2	Animação	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	7995	36980,49
2014	Meu Passado me Condena	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	2976	23966,98
2014	Meu pé de laranja-lima	Ficção	Brasil	Brasileira	Imovision	Distribuição Nacional	1178	6300
2014	Michael Kohlhaas - Justiça e Honra	Ficção	Alemanha, França	Estrangeira	H2O Films	Distribuição Nacional	2293	31875,4
2014	Mil Vezes Boa Noite	Ficção	Noruega	Estrangeira	Alphaville Filmes	Distribuição Nacional	44745	564427,47
2014	Minha Irmã	Ficção	França	Estrangeira	Esfera Produções	Distribuição Nacional	1313	6232,75
2014	Minhocas	Animação	Brasil	Brasileira	Fox	Distribuição Internacional	37527	312543
2014	Minutos Atrás	Ficção	Brasil	Brasileira	H2O Films	Distribuição Nacional	860	8530,29
2014	Miss Violence	Ficção	Grécia	Estrangeira	Esfera Produções	Distribuição Nacional	10747	101312
2014	Mommy	Ficção	Canadá	Estrangeira	Alphaville Filmes	Distribuição Nacional	13055	173942,96
2014	Monty Phyton e o Sentido da Vida	Ficção	Reino Unido	Estrangeira	Espaço Filmes	Distribuição Nacional	4292	56113,8
2014	Morro dos Prazeres	Documentário	Brasil, Holanda	Brasileira	Espaço Filmes	Distribuição Nacional	793	8588,63
2014	Muita calma nessa hora 2	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	1429862	15888595,19
2014	Mulheres ao Ataque	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	512308	6073276
2014	Mundo invisível	Ficção	Brasil	Brasileira	Imovision	Distribuição Nacional	200	1000
2014	Mão na Luva	Ficção	Brasil	Brasileira	Ab Filmes	Distribuição Nacional	740	9678,4
2014	Na quadrada das águas perdidas	Ficção	Brasil	Brasileira	Polifilmes	Distribuição Nacional	64	501
2014	Na Quebrada	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	253762	2932914,29
2014	Namoro ou Liberdade?	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	281780	3379555
2014	Nascido para Matar	Ficção	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	3330	29210
2014	Nebraska	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	29273	425323,18
2014	Need for Speed - O filme	Ficção	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	592431	7829526
2014	Ninfomaníaca	Ficção	Alemanha, Bélgica, Dinamarca, França, Reino Unido	Estrangeira	Califórnia	Distribuição Nacional	262906	3340706,79
2014	Ninfomaníaca II	Ficção	Bélgica, Dinamarca, França, Alemanha, Reino Unido	Estrangeira	Califórnia	Distribuição Nacional	100039	1294477,68
2014	No Limite do Amanhã	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	772526	9987535
2014	No Olho do Tornado	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	460167	5344625
2014	Noites de reis	Ficção	Brasil	Brasileira	E.H. Produções	Distribuição Nacional	35	100
2014	Nove crônicas para um coração aos berros	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	100	754
2014	November Man - Um Espião Nunca Morre	Ficção	Estados Unidos	Estrangeira	Playarte	Distribuição Nacional	76055	963326,33
2014	Noé	Ficção	Estados Unidos	Estrangeira	Paramount	Distribuição Internacional	4887284	68477613
2014	Não Aceitamos Devoluções	Ficção	México	Estrangeira	Califórnia	Distribuição Nacional	28823	379123,6
2014	Não Pare na Pista: A Melhor História de Paulo Coelho	Ficção	Brasil, Espanha	Brasileira	Sony	Distribuição Internacional	94145	1143063,46
2014	Nós Somos as Melhores	Ficção	Suécia	Estrangeira	Zeta Filmes	Distribuição Nacional	3963	52234,03
2014	O Abismo Prateado	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	105	646
2014	O Abutre	Ficção	Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	53717	869367,74
2014	O Amor é um Crime Perfeito	Ficção	França	Estrangeira	Pandora Filmes	Distribuição Nacional	9771	120352,16
2014	O Apocalipse	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	632010	6910599,52
2014	O Batismo	Ficção	Polônia	Estrangeira	Lume Produções Cinematográficas	Distribuição Nacional	974	10162
2014	O Candidato Honesto	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	2237537	24825913,62
2014	O capital	Ficção	França	Estrangeira	Paris	Distribuição Nacional	347	4497
2014	O Casamento de Gorete	Ficção	Brasil	Brasileira	Europa	Distribuição Nacional	91611	992902,8
2014	O Casamento de May	Ficção	Estados Unidos, Jordânia, Qatar	Estrangeira	Imovision	Distribuição Nacional	6405	81988,05
2014	O Ciúme	Ficção	França	Estrangeira	Tucumán	Distribuição Nacional	15395	196411,26
2014	O Congresso Futurista	Animação	Alemanha, Bélgica, França, Israel, Luxemburgo, Polônia	Estrangeira	Imovision	Distribuição Nacional	3732	49883,63
2014	O Crítico	Ficção	Argentina	Estrangeira	Esfera Produções	Distribuição Nacional	6202	79430,5
2014	O Céu de Suely	Ficção	Brasil	Brasileira	Videofilmes	Distribuição Nacional	12	48
2014	O Céu é de Verdade	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	17623	237948,51
2014	O Doador de Memórias	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	573704	6639873,79
2014	O Enigma Chinês	Ficção	França	Estrangeira	Paris	Distribuição Nacional	27726	425556,4
2014	O Espelho	Ficção	Estados Unidos	Estrangeira	Playarte	Distribuição Nacional	151639	1923894,57
2014	O Espetacular Homem Aranha 2	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	4100615	55227320,56
2014	O Estudante (2014)	Ficção	Argentina	Estrangeira	Pandora Filmes	Distribuição Nacional	10613	128546,02
2014	O Exercício do Caos	Ficção	Brasil	Brasileira	Lume Produções Cinematográficas	Distribuição Nacional	21	115
2014	O Fantástico Mundo de Juan Orol	Ficção	México	Estrangeira	Polifilmes	Distribuição Nacional	260	3158,49
2014	O Filho de Deus	Ficção	Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	104069	1247887,45
2014	O Físico	Ficção	Alemanha	Estrangeira	Imagem	Distribuição Nacional	95600	1322920,04
2014	O Gebo e a Sombra	Ficção	Portugal	Estrangeira	Filmes da Mostra	Distribuição Nacional	3811	39406,92
2014	O grande Gatsby	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	40	329
2014	O Grande Herói	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	98884	1311282,23
2014	O Grande Hotel Budapeste	Ficção	Alemanha, Estados Unidos, Reino Unido	Estrangeira	Fox	Distribuição Internacional	335085	5328682
2014	O Grande Kilapy	Ficção	Brasil, Portugal	Brasileira	Imovision	Distribuição Nacional	118	1272
2014	O Grande Mestre	Ficção	China, Hong Kong	Estrangeira	Califórnia	Distribuição Nacional	8845	129237,29
2014	O Herdeiro do Diabo	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	312823	3792942
2014	O Hobbit: A Batalha dos Cinco Exércitos	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	3102309	44141564
2014	O hobbit: a Desolação de Smaug	Ficção	Estados Unidos, Nova Zelândia	Estrangeira	Warner	Distribuição Internacional	466394	6310041
2014	O Hobbit: Uma jornada inesperada	Ficção	Estados Unidos, Nova Zelândia	Estrangeira	Warner	Distribuição Internacional	2735	34391
2014	O Homem das Multidões	Ficção	Brasil	Brasileira	Espaço Filmes	Distribuição Nacional	11376	131772,4
2014	O Homem Duplicado	Ficção	Canadá, Espanha	Estrangeira	Imagem	Distribuição Nacional	34915	459800,5
2014	O Homem Mais Procurado	Ficção	Alemanha, Estados Unidos, Reino Unido	Estrangeira	Diamond Films	Distribuição Nacional	37641	616899,29
2014	O homem que ri	Ficção	França	Estrangeira	Esfera Produções	Distribuição Nacional	73	637
2014	O Iluminado	Ficção	Estados Unidos	Estrangeira	F. J. Cines	Distribuição Nacional	3691	33943,5
2014	O Inventor de Jogos	Ficção	Argentina	Estrangeira	Disney	Distribuição Internacional	55969	746409
2014	O Juiz	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	425887	5855429
2014	O lado bom da vida	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	17	40
2014	O Lobo Atrás da Porta	Ficção	Brasil	Brasileira	Imagem	Distribuição Nacional	26261	343312,94
2014	O lobo de Wall Street	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	1069524	14683025,29
2014	O lugar onde tudo termina	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	161	1763
2014	O Melhor de Mim	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	118073	1468263,21
2014	O Melhor Lance	Ficção	Itália	Estrangeira	Paris	Distribuição Nacional	40380	620034,01
2014	O Menino e o Mundo	Animação	Brasil	Brasileira	Espaço Filmes	Distribuição Nacional	33978	333562,83
2014	O Menino no Espelho	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	22794	222900,21
2014	O Mensageiro (2014)	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	8680	159533,34
2014	O Mercado de Notícias	Documentário	Brasil	Brasileira	Espaço Filmes	Distribuição Nacional	13309	152582,21
2014	O Mordomo da Casa Branca	Ficção	Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	4754	40508,59
2014	O Mundo Encantado de Gigi	Animação	Japão	Estrangeira	Playarte	Distribuição Nacional	107	408
2014	O Médico Alemão	Ficção	Argentina, Espanha, França, Noruega	Estrangeira	Imovision	Distribuição Nacional	18439	235443,63
2014	O Olhar Invisível	Ficção	Argentina	Estrangeira	Esfera Produções	Distribuição Nacional	104	829
2014	O Palácio Francês	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	14955	202686,28
2014	O Passado	Ficção	França	Estrangeira	Califórnia	Distribuição Nacional	18895	271501,6
2014	O Pequeno Fugitivo	Ficção	Estados Unidos	Estrangeira	Espaço Filmes	Distribuição Nacional	3426	45796,86
2014	O Poderoso Chefão	Ficção	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	14252	132253
2014	O Poderoso Chefão: Parte II	Ficção	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	5694	51366
2014	O Protetor	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	706374	8882876,66
2014	O quarteto	Ficção	Reino Unido	Estrangeira	Diamond Films	Distribuição Nacional	37	308
2014	O que os Homens Falam	Ficção	Espanha	Estrangeira	Activity filmes	Distribuição Nacional	94812	1284203,1
2014	O que Será de Nozes?	Animação	Canadá, Coréia do Sul, Estados Unidos	Estrangeira	Playarte	Distribuição Nacional	242343	2737393,5
2014	O que traz boas novas	Ficção	Canadá	Estrangeira	Pandora Filmes	Distribuição Nacional	731	6534
2014	O Rei Leão 3D	Animação	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	386	1555
2014	O Renascimento do Parto - O filme	Documentário	Brasil	Brasileira	Espaço Filmes	Distribuição Nacional	1110	10111,45
2014	O Segredo dos Diamantes	Ficção	Brasil	Brasileira	Espaço Filmes	Distribuição Nacional	4539	53870,09
2014	O Senhor do Labirinto	Ficção	Brasil	Brasileira	E.H. Produções	Distribuição Nacional	1719	21264,82
2014	O Senhor dos Anéis - A Sociedade do Anel	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	674	4100
2014	O Senhor dos Anéis - As Duas Torres	Ficção	Estados Unidos, Nova Zelândia	Estrangeira	Warner	Distribuição Internacional	604	3853
2014	O Senhor dos Anéis - O Retorno do Rei	Ficção	Estados Unidos, Nova Zelândia	Estrangeira	Warner	Distribuição Internacional	520	3275
2014	O Som ao Redor	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	642	6455,76
2014	O Tempo e o Vento	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	80	905,74
2014	O Teorema Zero	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	10939	169422,34
2014	O Vento lá Fora	Documentário	Brasil	Brasileira	Biscoito Fino	Distribuição Nacional	2563	33877
2014	O Verão do Skylab	Ficção	França	Estrangeira	Pandora Filmes	Distribuição Nacional	258	2542,41
2014	O Último Amor de Mr. Morgan	Ficção	Alemanha	Estrangeira	Tucumán	Distribuição Nacional	31453	396272,1
2014	O Último Concerto	Ficção	Estados Unidos	Estrangeira	Europa	Distribuição Nacional	14929	183630,83
2014	O Último Lance do Leilão	Ficção	Brasil	Brasileira	Sam Rádio Pictures	Distribuição Nacional	ND	ND
2014	Obsessão	Ficção	Estados Unidos	Estrangeira	Europa	Distribuição Nacional	7	56
2014	Oldboy – Dias de Vingança	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	5237	73934,37
2014	Olho Nu	Documentário	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	8998	100929,13
2014	Operação Big Hero	Animação	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	1120786	14466994
2014	Operação Sombra: Jack Ryan	Ficção	Estados Unidos	Estrangeira	Paramount	Distribuição Internacional	329047	4092733
2014	Operários da Bola	Documentário	Brasil	Brasileira	Espaço Filmes	Distribuição Nacional	175	1942,42
2014	Os 47 Ronins	Ficção	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	536918	7414591,81
2014	Os amantes passageiros	Ficção	Espanha	Estrangeira	Paris	Distribuição Nacional	76	477,75
2014	Os Amigos	Ficção	Brasil	Brasileira	Imovision	Distribuição Nacional	5166	66061,81
2014	Os Belos Dias	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	6064	54402,94
2014	Os Boxtrolls	Animação	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	308449	3853496,21
2014	Os Caras de Pau em o Misterioso Roubo do Anel	Ficção	Brasil	Brasileira	Imagem	Distribuição Nacional	650700	7964906,08
